"ServicesID","EnrollmentID","PersonalID","DateProvided","RecordType","TypeProvided","OtherTypeProvided","MovingOnOtherType","SubTypeProvided","FAAmount","FAStartDate","FAEndDate","ReferralOutcome","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"4534409","803763","541037",2021-06-24,152,1,,,,465,2021-06-24,2021-06-24,,2021-06-25 13:24:21,2021-06-25 13:24:21,"23",,"1036"
"4550491","803763","541037",2021-07-30,144,2,,,,,,,,2021-07-30 12:25:14,2021-07-30 12:25:14,"23",,"1036"
"4563319","803763","541037",2021-08-23,144,2,,,,,,,,2021-08-30 13:01:06,2021-08-30 13:01:06,"23",,"1036"
"4575566","803763","541037",2021-09-20,144,2,,,,,,,,2021-09-27 13:15:13,2021-09-27 13:15:13,"23",,"1036"
"4602910","803763","541037",2021-10-13,144,2,,,,,,,,2021-11-24 15:03:07,2021-11-24 15:03:07,"23",,"1036"
"4606173","803763","541037",2021-11-21,144,2,,,,,,,,2021-12-03 11:51:00,2021-12-03 11:51:00,"23",,"1036"
"4385916","776186","546398",2020-07-21,144,2,,,,,,,,2020-07-22 08:39:46,2020-07-22 08:39:46,"23",,"1036"
"4386451","776186","546398",2020-07-23,152,4,,,,276.36,2020-07-23,2020-07-23,,2020-07-23 08:04:25,2020-07-23 08:04:25,"23",,"1036"
"4393229","776186","546398",2020-08-07,152,1,,,,1320,2020-08-07,2020-10-06,,2020-08-07 14:39:22,2020-08-07 14:39:22,"23",,"1036"
"4397933","776186","546398",2020-08-21,144,2,,,,,,,,2020-08-21 15:30:50,2020-08-21 15:30:50,"23",,"1036"
"4400935","776186","546398",2020-08-25,152,1,,,,600,2020-08-25,2020-10-24,,2020-08-28 15:10:37,2020-08-28 15:10:37,"23",,"1036"
"4403878","776186","546398",2020-09-04,144,2,,,,,,,,2020-09-04 15:34:55,2020-09-04 15:34:55,"23",,"1036"
"4403832","776186","546398",2020-09-04,152,4,,,,205.53,2020-09-04,2020-09-04,,2020-09-04 14:10:54,2020-09-04 14:10:54,"23",,"1036"
"4408646","776186","546398",2020-09-17,144,2,,,,,,,,2020-09-18 09:47:14,2020-09-18 09:47:14,"23",,"1036"
"4412685","776186","546398",2020-09-25,152,1,,,,600,2020-09-25,2020-11-24,,2020-09-28 15:54:50,2020-09-28 15:54:50,"23",,"1036"
"4419367","776186","546398",2020-10-09,144,2,,,,,,,,2020-10-12 09:35:34,2020-10-12 09:35:34,"23",,"1036"
"4516392","811574","547568",2021-05-13,144,2,,,,,,,,2021-05-14 11:21:36,2021-05-14 11:21:36,"23",,"1036"
"4570417","811574","547568",2021-05-26,152,12,,,,35,2021-05-26,2021-05-26,,2021-09-15 12:24:31,2021-09-15 12:24:31,"23",,"1036"
"4529048","811574","547568",2021-06-11,144,2,,,,,,,,2021-06-14 13:38:44,2021-06-14 13:38:44,"23",,"1036"
"4529509","811574","547568",2021-06-15,152,2,,,,1000,2021-06-15,2021-06-15,,2021-06-15 11:18:32,2021-06-15 11:18:32,"23",,"1036"
"4529510","811574","547568",2021-06-15,152,1,,,,450.91,2021-06-15,2021-07-15,,2021-06-15 11:19:04,2021-06-15 11:19:04,"23",,"1036"
"4534408","811574","547568",2021-06-24,152,1,,,,515,2021-06-24,2021-07-24,,2021-06-25 13:23:36,2021-06-25 13:23:36,"23",,"1036"
"4543596","811574","547568",2021-07-14,144,2,,,,,,,,2021-07-15 13:45:35,2021-07-15 13:45:35,"23",,"1036"
"4548818","811574","547568",2021-07-23,152,1,,,,515,2021-07-23,2021-09-21,,2021-07-27 14:43:04,2021-07-27 14:43:04,"23",,"1036"
"4555260","811574","547568",2021-08-11,144,2,,,,,,,,2021-08-11 14:23:31,2021-08-11 14:23:31,"23",,"1036"
"4561511","811574","547568",2021-08-25,152,1,,,,515,2021-08-25,2021-09-24,,2021-08-26 09:46:06,2021-08-26 09:46:06,"23",,"1036"
"4564675","811574","547568",2021-09-01,144,2,,,,,,,,2021-09-01 14:09:37,2021-09-01 14:09:37,"23",,"1036"
"4564681","811574","547568",2021-09-01,152,4,,,,172.88,2021-09-01,2021-09-01,,2021-09-01 14:25:23,2021-09-01 14:25:23,"23",,"1036"
"4570612","811574","547568",2021-09-10,144,2,,,,,,,,2021-09-15 14:29:04,2021-09-15 14:29:04,"23",,"1036"
"4577576","811574","547568",2021-09-27,152,1,,,,515,2021-09-27,2021-09-27,,2021-09-30 13:40:32,2021-09-30 13:40:32,"23",,"1036"
"4588627","811574","547568",2021-10-22,144,2,,,,,,,,2021-10-25 13:08:08,2021-10-25 13:08:08,"23",,"1036"
"4588774","811574","547568",2021-10-25,152,1,,,,515,2021-10-25,2021-12-24,,2021-10-25 14:36:02,2021-10-25 14:36:02,"23",,"1036"
"4618619","811574","547568",2021-11-28,144,2,,,,,,,,2022-01-04 13:58:55,2022-01-04 13:58:55,"23",,"1036"
"4618618","811574","547568",2021-12-28,144,2,,,,,,,,2022-01-04 13:58:31,2022-01-04 13:58:31,"23",,"1036"
"4436999","789412","547591",2020-11-18,144,2,,,,,,,,2020-11-19 16:19:33,2020-11-19 16:19:33,"23",,"1036"
"4450191","789412","547591",2020-12-15,144,2,,,,,,,,2020-12-18 08:17:49,2020-12-18 08:17:49,"23",,"1036"
"4448964","789412","547591",2020-12-16,152,4,,,,460.31,2020-12-16,2020-12-16,,2020-12-16 11:29:39,2020-12-16 11:29:39,"23",,"1036"
"4452449","789412","547591",2020-12-23,152,2,,,,1070,2020-12-23,2020-12-23,,2020-12-23 16:15:14,2020-12-23 16:15:14,"23",,"1036"
"4452450","789412","547591",2020-12-23,152,1,,,,535,2020-12-23,2021-02-21,,2020-12-23 16:15:43,2020-12-23 16:15:43,"23",,"1036"
"4452451","789412","547591",2020-12-23,152,1,,,,535,2020-12-23,2021-01-22,,2020-12-23 16:16:09,2020-12-23 16:16:09,"23",,"1036"
"4464066","789412","547591",2021-01-21,144,2,,,,,,,,2021-01-22 09:49:53,2021-01-22 09:49:53,"23",,"1036"
"4470550","789412","547591",2021-01-25,152,1,,,,535,2021-01-25,2021-03-26,,2021-02-04 10:32:02,2021-02-04 10:32:02,"23",,"1036"
"4475530","789412","547591",2021-02-15,144,2,,,,,,,,2021-02-15 15:12:22,2021-02-15 15:12:22,"23",,"1036"
"4488312","789412","547591",2021-02-23,152,1,,,,535,2021-02-23,2021-04-24,,2021-03-11 12:42:18,2021-03-11 12:42:18,"23",,"1036"
"4491338","789412","547591",2021-03-16,144,2,,,,,,,,2021-03-18 08:54:08,2021-03-18 08:54:08,"23",,"1036"
"4496366","789412","547591",2021-03-26,152,1,,,,535,2021-03-26,2021-05-25,,2021-03-29 14:17:32,2021-03-29 14:17:32,"23",,"1036"
"4508579","789412","547591",2021-04-27,144,2,,,,,,,,2021-04-27 10:29:56,2021-04-27 10:29:56,"23",,"1036"
"4466593","798792","549098",2021-01-27,144,2,,,,,,,,2021-01-27 14:56:05,2021-01-27 14:56:05,"23",,"1036"
"4466965","798792","549098",2021-01-28,152,1,,,,625,2021-01-28,2021-03-29,,2021-01-28 10:52:29,2021-01-28 10:52:29,"23",,"1036"
"4466966","798792","549098",2021-01-28,152,1,,,,625,2021-01-28,2021-02-27,,2021-01-28 10:52:57,2021-01-28 10:52:57,"23",,"1036"
"4471368","798792","549098",2021-02-03,144,2,,,,,,,,2021-02-05 10:49:42,2021-02-05 10:49:42,"23",,"1036"
"4488318","798792","549098",2021-02-23,152,1,,,,625,2021-02-23,2021-02-23,,2021-03-11 12:47:45,2021-03-11 12:47:45,"23",,"1036"
"4492343","798792","549098",2021-03-16,144,2,,,,,,,,2021-03-22 08:04:37,2021-03-22 08:04:37,"23",,"1036"
"4507504","798792","549098",2021-04-23,144,2,,,,,,,,2021-04-23 15:52:38,2021-04-23 15:52:38,"23",,"1036"
"4510044","798792","549098",2021-04-25,144,2,,,,,,,,2021-04-29 12:34:04,2021-04-29 12:34:04,"23",,"1036"
"4515392","798792","549098",2021-05-12,144,2,,,,,,,,2021-05-12 14:09:47,2021-05-12 14:09:47,"23",,"1036"
"4564320","798792","549098",2021-06-11,144,2,,,,,,,,2021-09-01 09:09:20,2021-09-01 09:09:20,"23",,"1036"
"4447624","791396","550306",2020-12-07,144,2,,,,,,,,2020-12-14 09:26:41,2020-12-14 09:26:41,"23",,"1036"
"4448976","791396","550306",2020-12-16,152,1,,,,1459.62,2020-12-16,2021-02-14,,2020-12-16 11:57:00,2020-12-16 11:57:00,"23",,"1036"
"4454354","791396","550306",2020-12-28,152,1,,,,321,2020-12-28,2021-02-26,,2020-12-30 09:26:34,2020-12-30 09:26:34,"23",,"1036"
"4454030","791396","550306",2020-12-29,152,4,,,,276.17,2020-12-29,2020-12-29,,2020-12-29 13:10:41,2020-12-29 13:10:41,"23",,"1036"
"4454290","791396","550306",2020-12-29,152,4,,,,290.89,2020-12-29,2020-12-29,,2020-12-30 08:01:01,2020-12-30 08:01:01,"23",,"1036"
"4460438","791396","550306",2021-01-12,144,2,,,,,,,,2021-01-14 12:20:20,2021-01-14 12:20:20,"23",,"1036"
"4470569","791396","550306",2021-01-25,152,1,,,,321,2021-01-25,2021-02-24,,2021-02-04 10:38:58,2021-02-04 10:38:58,"23",,"1036"
"4475536","791396","550306",2021-02-12,144,2,,,,,,,,2021-02-15 15:12:56,2021-02-15 15:12:56,"23",,"1036"
"4479410","791396","550306",2021-02-22,152,4,,,,248.81,2021-02-22,2021-02-22,,2021-02-22 12:18:58,2021-02-22 12:18:58,"23",,"1036"
"4479413","791396","550306",2021-02-22,152,4,,,,54.26,2021-02-22,2021-02-22,,2021-02-22 12:19:38,2021-02-22 12:19:38,"23",,"1036"
"4488292","791396","550306",2021-02-25,152,1,,,,321,2021-02-25,2021-02-25,,2021-03-11 12:25:17,2021-03-11 12:25:17,"23",,"1036"
"4494762","791396","550306",2021-03-24,144,2,,,,,,,,2021-03-25 10:26:21,2021-03-25 10:26:21,"23",,"1036"
"4524262","791396","550306",2021-05-18,144,2,,,,,,,,2021-06-02 13:12:23,2021-06-02 13:12:23,"23",,"1036"
"4524261","791396","550306",2021-06-02,144,2,,,,,,,,2021-06-02 13:12:03,2021-06-02 13:12:03,"23",,"1036"
"4666433","843784","551830",2022-03-15,152,12,,,,35,2022-03-15,2022-03-15,,2022-04-12 08:35:54,2022-04-12 08:35:54,"23",,"1036"
"4656763","843784","551830",2022-03-21,144,2,,,,,,,,2022-03-23 15:20:15,2022-03-23 15:20:15,"23",,"1036"
"4702343","843784","551830",2022-04-29,144,2,,,,,,,,2022-06-27 14:51:32,2022-06-27 14:51:32,"23",,"1036"
"4702342","843784","551830",2022-05-27,144,2,,,,,,,,2022-06-27 14:51:07,2022-06-27 14:51:07,"23",,"1036"
"4702341","843784","551830",2022-06-12,144,2,,,,,,,,2022-06-27 14:50:44,2022-06-27 14:50:44,"23",,"1036"
"4263505","747716","558103",2019-10-03,152,2,,,,,2019-10-03,2019-10-03,,2019-10-04 11:12:36,2019-10-04 11:12:36,"15",,"1036"
"4276282","747716","558103",2019-10-15,152,12,,,,,2019-10-15,2019-10-15,,2019-10-30 10:23:38,2019-10-30 10:23:38,"15",,"1036"
"4288264","747716","558103",2019-11-20,144,2,,,,,,,,2019-11-22 10:46:18,2019-11-22 10:46:18,"15",,"1036"
"4368004","772216","561353",2020-06-02,144,2,,,,,,,,2020-06-02 14:32:58,2020-06-02 14:32:58,"23",,"1036"
"4373612","772216","561353",2020-06-19,152,1,,,,1485,2020-06-19,2020-07-19,,2020-06-19 12:20:56,2020-06-19 12:20:56,"23",,"1036"
"4375217","772216","561353",2020-06-24,152,1,,,,495,2020-06-24,2020-08-23,,2020-06-24 08:42:54,2020-06-24 08:42:54,"23",,"1036"
"4381101","772216","561353",2020-07-09,152,1,,,,118.76,2020-07-09,2020-07-09,,2020-07-09 11:01:34,2020-07-09 11:01:34,"23",,"1036"
"4387038","772216","561353",2020-07-23,144,2,,,,,,,,2020-07-24 08:46:19,2020-07-24 08:46:19,"23",,"1036"
"4387993","772216","561353",2020-07-27,152,1,,,,495,2020-07-27,2020-07-27,,2020-07-27 14:48:53,2020-07-27 14:48:53,"23",,"1036"
"4398624","772216","561353",2020-08-24,144,2,,,,,,,,2020-08-24 15:50:35,2020-08-24 15:50:35,"23",,"1036"
"4400921","772216","561353",2020-08-25,152,1,,,,495,2020-08-25,2020-09-24,,2020-08-28 15:06:21,2020-08-28 15:06:21,"23",,"1036"
"4407193","772216","561353",2020-09-09,144,2,,,,,,,,2020-09-15 08:49:06,2020-09-15 08:49:06,"23",,"1036"
"4378110","774309","562006",2020-06-30,144,2,,,,,,,,2020-06-30 14:22:54,2020-06-30 14:22:54,"23",,"1036"
"4451379","774309","562006",2020-07-07,144,2,,,,,,,,2020-12-22 08:03:06,2020-12-22 08:03:06,"23",,"1036"
"4386480","774309","562006",2020-07-23,152,1,,,,1110,2020-07-23,2020-07-23,,2020-07-23 09:02:10,2020-07-23 09:02:10,"23",,"1036"
"4390940","774309","562006",2020-08-03,152,1,,,,495,2020-08-03,2020-10-02,,2020-08-03 12:10:02,2020-08-03 12:10:02,"23",,"1036"
"4395810","774309","562006",2020-08-17,144,2,,,,,,,,2020-08-18 08:51:22,2020-08-18 08:51:22,"23",,"1036"
"4451382","774309","562006",2020-08-24,152,1,,,,495,2020-08-24,2020-10-23,,2020-12-22 08:09:39,2020-12-22 08:09:39,"23",,"1036"
"4409917","774309","562006",2020-09-22,144,2,,,,,,,,2020-09-22 14:16:22,2020-09-22 14:16:22,"23",,"1036"
"4412616","774309","562006",2020-09-25,152,1,,,,495,2020-09-25,2020-11-24,,2020-09-28 15:45:56,2020-09-28 15:45:56,"23",,"1036"
"4424714","774309","562006",2020-10-21,144,2,,,,,,,,2020-10-22 14:48:14,2020-10-22 14:48:14,"23",,"1036"
"4428539","774309","562006",2020-10-26,152,1,,,,495,2020-10-26,2020-12-25,,2020-10-30 12:24:39,2020-10-30 12:24:39,"23",,"1036"
"4436439","774309","562006",2020-11-17,144,2,,,,,,,,2020-11-19 09:22:05,2020-11-19 09:22:05,"23",,"1036"
"4440432","774309","562006",2020-11-23,152,1,,,,495,2020-11-23,2021-01-22,,2020-11-30 10:26:14,2020-11-30 10:26:14,"23",,"1036"
"4451380","774309","562006",2020-12-21,144,2,,,,,,,,2020-12-22 08:04:38,2020-12-22 08:04:38,"23",,"1036"
"4537352","811328","563565",2021-06-30,144,2,,,,,,,,2021-07-01 08:36:02,2021-07-01 08:36:02,"23",,"1036"
"4550492","811328","563565",2021-07-30,144,2,,,,,,,,2021-07-30 12:25:42,2021-07-30 12:25:42,"23",,"1036"
"4433752","788668","563915",2020-11-12,144,2,,,,,,,,2020-11-12 14:52:59,2020-11-12 14:52:59,"23",,"1036"
"4448680","788668","563915",2020-12-14,144,2,,,,,,,,2020-12-15 15:07:52,2020-12-15 15:07:52,"23",,"1036"
"4460147","788668","563915",2021-01-13,152,2,,,,990,2021-01-13,2021-01-13,,2021-01-13 15:35:03,2021-01-13 15:35:03,"23",,"1036"
"4460148","788668","563915",2021-01-13,152,1,,,,379.5,2021-01-13,2021-01-13,,2021-01-13 15:35:33,2021-01-13 15:35:33,"23",,"1036"
"4460158","788668","563915",2021-01-13,152,12,,,,498,2021-01-13,2021-01-13,,2021-01-13 15:43:59,2021-01-13 15:43:59,"23",,"1036"
"4464779","788668","563915",2021-01-22,144,2,,,,,,,,2021-01-25 10:09:07,2021-01-25 10:09:07,"23",,"1036"
"4470542","788668","563915",2021-01-25,152,1,,,,495,2021-01-25,2021-01-25,,2021-02-04 10:25:45,2021-02-04 10:25:45,"23",,"1036"
"4470203","788668","563915",2021-02-02,144,2,,,,,,,,2021-02-03 15:56:08,2021-02-03 15:56:08,"23",,"1036"
"4504383","788668","563915",2021-02-08,152,12,,,,70,2021-02-08,2021-02-08,,2021-04-16 13:39:07,2021-04-16 13:39:07,"23",,"1036"
"4488300","788668","563915",2021-02-23,152,1,,,,495,2021-02-23,2021-04-24,,2021-03-11 12:30:25,2021-03-11 12:30:25,"23",,"1036"
"4484047","788668","563915",2021-03-02,152,12,,,,20,2021-03-02,2021-03-02,,2021-03-02 12:51:43,2021-03-02 12:51:43,"23",,"1036"
"4492341","788668","563915",2021-03-19,144,2,,,,,,,,2021-03-22 08:02:41,2021-03-22 08:02:41,"23",,"1036"
"4496359","788668","563915",2021-03-26,152,1,,,,495,2021-03-26,2021-05-25,,2021-03-29 14:07:08,2021-03-29 14:07:08,"23",,"1036"
"4506560","788668","563915",2021-04-08,144,2,,,,,,,,2021-04-21 16:04:33,2021-04-21 16:04:33,"23",,"1036"
"4520369","788668","563915",2021-04-26,152,1,,,,495,2021-04-26,2021-05-26,,2021-05-24 12:20:09,2021-05-24 12:20:09,"23",,"1036"
"4520377","788668","563915",2021-04-26,152,1,,,,495,2021-04-26,2021-06-25,,2021-05-24 12:32:09,2021-05-24 12:32:09,"23",,"1036"
"4467572","797010","568379",2021-01-28,152,4,,,,198.36,2021-01-28,2021-01-28,,2021-01-29 10:00:42,2021-01-29 10:00:42,"26",,"1036"
"4467573","797010","568379",2021-01-28,152,2,,,,,2021-01-28,2021-01-28,,2021-01-29 10:02:15,2021-01-29 10:02:15,"26",,"1036"
"4467575","797010","568379",2021-01-28,152,1,,,,397.42,2021-01-28,2021-01-28,,2021-01-29 10:03:13,2021-01-29 10:03:13,"26",,"1036"
"4471518","797010","568379",2021-02-04,152,1,,,,706,2021-02-04,2021-03-06,,2021-02-05 12:56:49,2021-02-05 12:56:49,"26",,"1036"
"4481934","797010","568379",2021-02-25,152,1,,,,700,2021-02-25,2021-03-27,,2021-02-26 08:37:35,2021-02-26 08:37:35,"18",,"1036"
"4486198","797010","568379",2021-03-08,152,12,,,,,2021-03-08,2021-03-08,,2021-03-08 09:51:51,2021-03-08 09:51:51,"26",,"1036"
"4540547","797010","568379",2021-04-01,152,1,,,,550,2021-04-01,2021-04-01,,2021-07-09 09:10:19,2021-07-09 09:10:19,"26",,"1036"
"4409918","782444","574129",2020-09-21,144,2,,,,,,,,2020-09-22 14:16:53,2020-09-22 14:16:53,"23",,"1036"
"4417934","782444","574129",2020-10-07,152,1,,,,503,2020-10-07,2020-10-07,,2020-10-07 13:18:35,2020-10-07 13:18:35,"23",,"1036"
"4419024","782444","574129",2020-10-09,152,4,,,,638.69,2020-10-09,2020-10-09,,2020-10-09 12:59:51,2020-10-09 12:59:51,"23",,"1036"
"4420301","782444","574129",2020-10-13,144,2,,,,,,,,2020-10-13 15:47:10,2020-10-13 15:47:10,"23",,"1036"
"4422359","782444","574129",2020-10-19,152,3,,,,200,2020-10-19,2020-10-19,,2020-10-19 10:29:33,2020-10-19 10:29:33,"23",,"1036"
"4385917","775501","579406",2020-07-21,144,2,,,,,,,,2020-07-22 08:40:26,2020-07-22 08:40:26,"23",,"1036"
"4397806","775501","579406",2020-08-21,144,2,,,,,,,,2020-08-21 13:54:58,2020-08-21 13:54:58,"23",,"1036"
"4408604","775501","579406",2020-09-17,144,2,,,,,,,,2020-09-18 09:11:43,2020-09-18 09:11:43,"23",,"1036"
"4413858","775501","579406",2020-09-21,152,12,,,,25,2020-09-21,2020-09-21,,2020-09-30 10:26:06,2020-09-30 10:26:06,"23",,"1036"
"4413789","775501","579406",2020-09-30,152,12,,,,326,2020-09-30,2020-09-30,,2020-09-30 09:20:08,2020-09-30 09:20:08,"23",,"1036"
"4413790","775501","579406",2020-09-30,152,2,,,,790,2020-09-30,2020-09-30,,2020-09-30 09:20:45,2020-09-30 09:20:45,"23",,"1036"
"4413791","775501","579406",2020-09-30,152,1,,,,26.33,2020-09-30,2020-11-29,,2020-09-30 09:21:17,2020-09-30 09:21:17,"23",,"1036"
"4413795","775501","579406",2020-09-30,152,1,,,,395,2020-09-30,2020-11-29,,2020-09-30 09:22:34,2020-09-30 09:22:34,"23",,"1036"
"4421338","775501","579406",2020-10-07,144,2,,,,,,,,2020-10-15 16:03:00,2020-10-15 16:03:00,"23",,"1036"
"4428553","775501","579406",2020-10-26,152,1,,,,395,2020-10-26,2020-12-25,,2020-10-30 12:36:25,2020-10-30 12:36:25,"23",,"1036"
"4435197","775501","579406",2020-11-13,144,2,,,,,,,,2020-11-17 12:46:54,2020-11-17 12:46:54,"23",,"1036"
"4440457","775501","579406",2020-11-23,152,1,,,,395,2020-11-23,2020-11-23,,2020-11-30 10:40:31,2020-11-30 10:40:31,"23",,"1036"
"4449677","775501","579406",2020-12-17,144,2,,,,,,,,2020-12-17 11:06:26,2020-12-17 11:06:26,"23",,"1036"
"4454359","775501","579406",2020-12-28,152,1,,,,395,2020-12-28,2021-01-27,,2020-12-30 09:30:13,2020-12-30 09:30:13,"23",,"1036"
"4455116","775501","579406",2020-12-30,144,2,,,,,,,,2020-12-31 12:34:36,2020-12-31 12:34:36,"23",,"1036"
"4463314","775501","579406",2021-01-20,144,2,,,,,,,,2021-01-20 16:25:46,2021-01-20 16:25:46,"23",,"1036"
"4470950","775501","579406",2021-02-04,144,2,,,,,,,,2021-02-04 13:58:59,2021-02-04 13:58:59,"23",,"1036"
"4510673","810544","579756",2021-04-28,144,2,,,,,,,,2021-04-30 11:59:24,2021-04-30 11:59:24,"23",,"1036"
"4513113","810544","579756",2021-05-06,144,2,,,,,,,,2021-05-06 15:31:59,2021-05-06 15:31:59,"23",,"1036"
"4513124","810544","579756",2021-05-06,152,1,,,,250,2021-05-06,2021-05-06,,2021-05-06 16:01:55,2021-05-06 16:01:55,"23",,"1036"
"4532758","810544","579756",2021-06-18,144,2,,,,,,,,2021-06-23 09:40:23,2021-06-23 09:40:23,"23",,"1036"
"4533102","810544","579756",2021-06-23,152,1,,,,250,2021-06-23,2021-07-23,,2021-06-23 14:03:38,2021-06-23 14:03:38,"23",,"1036"
"4533103","810544","579756",2021-06-23,152,1,,,,250,2021-06-23,2021-08-22,,2021-06-23 14:04:05,2021-06-23 14:04:05,"23",,"1036"
"4563193","810544","579756",2021-07-25,144,2,,,,,,,,2021-08-30 12:31:01,2021-08-30 12:31:01,"23",,"1036"
"4427353","786327","581821",2020-10-28,144,2,,,,,,,,2020-10-28 12:02:32,2020-10-28 12:02:32,"23",,"1036"
"4443669","786327","581821",2020-11-30,144,2,,,,,,,,2020-12-07 08:04:00,2020-12-07 08:04:00,"23",,"1036"
"4454597","786327","581821",2020-12-30,144,2,,,,,,,,2020-12-30 12:05:55,2020-12-30 12:05:55,"23",,"1036"
"4606162","829785","581821",2021-11-24,144,2,,,,,,,,2021-12-03 11:42:21,2021-12-03 11:42:21,"23",,"1036"
"4606163","829785","581821",2021-12-02,144,2,,,,,,,,2021-12-03 11:42:37,2021-12-03 11:42:37,"23",,"1036"
"4633319","829785","581821",2022-01-26,144,2,,,,,,,,2022-02-02 14:28:40,2022-02-02 14:28:40,"23",,"1036"
"4646848","829785","581821",2022-02-03,144,2,,,,,,,,2022-03-02 13:01:01,2022-03-02 13:01:01,"23",,"1036"
"4415047","782846","582731",2020-09-28,144,2,,,,,,,,2020-10-01 11:32:59,2020-10-01 11:32:59,"23",,"1036"
"4428494","782846","582731",2020-10-29,144,2,,,,,,,,2020-10-30 11:39:03,2020-10-30 11:39:03,"23",,"1036"
"4439208","782846","582731",2020-11-24,144,2,,,,,,,,2020-11-25 11:00:16,2020-11-25 11:00:16,"23",,"1036"
"4428497","786333","587151",2020-10-26,144,2,,,,,,,,2020-10-30 11:40:14,2020-10-30 11:40:14,"23",,"1036"
"4429182","786333","587151",2020-11-02,152,1,,,,600,2020-11-02,2020-11-02,,2020-11-02 11:38:13,2020-11-02 11:38:13,"23",,"1036"
"4429184","786333","587151",2020-11-02,152,1,,,,250,2020-11-02,2021-01-01,,2020-11-02 11:38:43,2020-11-02 11:38:43,"23",,"1036"
"4438279","786333","587151",2020-11-23,144,2,,,,,,,,2020-11-23 13:50:50,2020-11-23 13:50:50,"23",,"1036"
"4440437","786333","587151",2020-11-23,152,1,,,,250,2020-11-23,2020-11-23,,2020-11-30 10:27:59,2020-11-30 10:27:59,"23",,"1036"
"4451732","786333","587151",2020-12-21,144,2,,,,,,,,2020-12-22 14:21:04,2020-12-22 14:21:04,"23",,"1036"
"4454336","786333","587151",2020-12-28,152,1,,,,250,2020-12-28,2020-12-28,,2020-12-30 09:14:54,2020-12-30 09:14:54,"23",,"1036"
"4467864","786333","587151",2021-01-19,144,2,,,,,,,,2021-01-29 15:21:09,2021-01-29 15:21:09,"23",,"1036"
"4631367","838518","587586",2022-01-28,144,2,,,,,,,,2022-01-28 14:54:02,2022-01-28 14:54:02,"23",,"1036"
"4635909","838518","587586",2022-02-08,152,1,,,,655,2022-02-08,2022-04-09,,2022-02-08 14:22:57,2022-02-08 14:22:57,"23",,"1036"
"4635910","838518","587586",2022-02-08,152,1,,,,615,2022-02-08,2022-04-09,,2022-02-08 14:23:51,2022-02-08 14:23:51,"23",,"1036"
"4643384","838518","587586",2022-02-15,144,2,,,,,,,,2022-02-23 14:13:19,2022-02-23 14:13:19,"23",,"1036"
"4643385","838518","587586",2022-02-23,152,1,,,,615,2022-02-23,2022-02-23,,2022-02-23 14:14:01,2022-02-23 14:14:01,"23",,"1036"
"4652529","838518","587586",2022-03-14,144,2,,,,,,,,2022-03-14 15:25:30,2022-03-14 15:25:30,"23",,"1036"
"4652545","838518","587586",2022-03-14,152,4,,,,821.5,2022-03-14,2022-03-14,,2022-03-14 15:39:39,2022-03-14 15:39:39,"23",,"1036"
"4657906","838518","587586",2022-03-24,152,1,,,,615,2022-03-24,2022-04-23,,2022-03-25 13:09:35,2022-03-25 13:09:35,"23",,"1036"
"4675023","838518","587586",2022-04-26,144,2,,,,,,,,2022-04-29 14:32:10,2022-04-29 14:32:10,"23",,"1036"
"4365953","771656","593211",2020-05-26,144,2,,,,,,,,2020-05-27 15:20:34,2020-05-27 15:20:34,"23",,"1036"
"4366168","771656","593211",2020-05-28,152,1,,,,125,2020-05-28,2020-06-27,,2020-05-28 09:34:54,2020-05-28 09:34:54,"23",,"1036"
"4366169","771656","593211",2020-05-28,152,1,,,,425,2020-05-28,2020-06-27,,2020-05-28 09:35:37,2020-05-28 09:35:37,"23",,"1036"
"4366170","771656","593211",2020-05-28,152,1,,,,425,2020-05-28,2020-06-27,,2020-05-28 09:36:10,2020-05-28 09:36:10,"23",,"1036"
"4366171","771656","593211",2020-05-28,152,1,,,,425,2020-05-28,2020-06-27,,2020-05-28 09:36:48,2020-05-28 09:36:48,"23",,"1036"
"4382611","771656","593211",2020-06-28,144,2,,,,,,,,2020-07-14 11:01:22,2020-07-14 11:01:22,"23",,"1036"
"4422159","785454","593626",2020-10-16,144,2,,,,,,,,2020-10-19 08:08:40,2020-10-19 08:08:40,"23",,"1036"
"4430380","785454","593626",2020-11-04,152,1,,,,358,2020-11-04,2021-01-03,,2020-11-04 10:56:49,2020-11-04 10:56:49,"23",,"1036"
"4437559","785454","593626",2020-11-19,144,2,,,,,,,,2020-11-20 14:41:30,2020-11-20 14:41:30,"23",,"1036"
"4436829","785454","593626",2020-11-19,152,1,,,,358,2020-11-19,2020-12-19,,2020-11-19 13:55:26,2020-11-19 13:55:26,"23",,"1036"
"4440442","785454","593626",2020-11-23,152,1,,,,358,2020-11-23,2020-12-23,,2020-11-30 10:30:15,2020-11-30 10:30:15,"23",,"1036"
"4443675","785454","593626",2020-12-03,144,2,,,,,,,,2020-12-07 08:07:14,2020-12-07 08:07:14,"23",,"1036"
"4454340","785454","593626",2020-12-28,152,1,,,,358,2020-12-28,2021-02-26,,2020-12-30 09:17:11,2020-12-30 09:17:11,"23",,"1036"
"4459927","785454","593626",2021-01-10,144,2,,,,,,,,2021-01-13 11:56:44,2021-01-13 11:56:44,"23",,"1036"
