"YouthEducationStatusID","EnrollmentID","PersonalID","InformationDate","CurrentSchoolAttend","MostRecentEdStatus","CurrentEdStatus","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"788145_1","788145","613754",2020-11-05,,,,1,2020-11-06 08:32:52,2020-11-17 15:55:45,"23",,"1036"
"788145_3","788145","613754",2020-11-17,,,,3,2020-11-06 08:32:52,2020-11-17 15:55:45,"23",,"1036"
"773181_1","773181","613820",2020-06-01,,,,1,2020-06-11 13:35:44,2021-10-21 17:01:56,"29",,"1036"
"773181_3","773181","613820",2021-05-18,,,,3,2020-06-11 13:35:44,2021-10-21 17:01:56,"29",,"1036"
"680411_1","680411","613853",2017-10-20,,,,1,2017-10-20 13:41:33,2022-04-05 15:03:42,"25",,"1036"
"680411_3","680411","613853",2022-02-18,,,,3,2017-10-20 13:41:33,2022-04-05 15:03:42,"25",,"1036"
"821243_3","821243","613917",2021-08-09,,,,3,2021-08-09 14:10:26,2021-08-09 14:22:47,"28",,"1036"
"821243_1","821243","613917",2021-08-09,,,,1,2021-08-09 14:10:26,2021-08-09 14:22:47,"28",,"1036"
"843145_1","843145","613982",2021-10-04,,,,1,2022-03-08 11:28:37,2022-05-05 15:29:29,"28",,"1036"
"843145_3","843145","613982",2022-04-01,,,,3,2022-03-08 11:28:37,2022-05-05 15:29:29,"28",,"1036"
"831934_1","831934","613984",2021-11-29,,,,1,2021-11-29 14:25:29,2021-11-29 14:25:29,"22",,"1036"
"817214_1","817214","614175",2021-06-29,,,,1,2021-06-30 11:12:01,2021-09-15 07:59:52,"27",,"1036"
"817214_3","817214","614175",2021-09-15,,,,3,2021-06-30 11:12:01,2021-09-15 07:59:52,"27",,"1036"
"684051_1","684051","614630",2017-11-30,,,,1,2017-11-30 14:50:24,2017-11-30 14:50:55,"17",,"1036"
"845601_1","845601","614654",2022-03-30,,,,1,2022-03-30 14:31:05,2022-03-30 14:31:05,"23",,"1036"
"792765_1","792765","614887",2020-12-15,,,,1,2020-12-15 10:46:07,2021-02-02 15:45:18,"27",,"1036"
"792765_3","792765","614887",2021-02-02,,,,3,2020-12-15 10:46:07,2021-02-02 15:45:18,"27",,"1036"
"758904_1","758904","615163",2020-01-07,,,,1,2020-01-15 12:49:44,2020-06-24 12:32:50,"49",,"1036"
"758904_3","758904","615163",2020-02-27,,,,3,2020-01-15 12:49:44,2020-06-24 12:32:50,"49",,"1036"
"851905_1","851905","615339",2022-03-03,,,,1,2022-06-02 14:53:40,2022-06-02 14:56:24,"29",,"1036"
"851905_3","851905","615339",2022-03-29,,,,3,2022-06-02 14:53:40,2022-06-02 14:56:24,"29",,"1036"
"809829_1","809829","615616",2021-04-20,,,,1,2021-04-20 11:02:48,2021-06-01 16:15:29,"28",,"1036"
"809829_3","809829","615616",2021-06-01,,,,3,2021-04-20 11:02:48,2021-06-01 16:15:29,"28",,"1036"
"695816_1","695816","615781",2018-02-27,,,,1,2018-04-17 15:40:14,2020-02-04 07:39:18,"26",,"1036"
"695816_3","695816","615781",2020-02-04,,,,3,2018-04-17 15:40:14,2020-02-04 07:39:18,"26",,"1036"
"774722_1","774722","615789",2020-06-29,,,,1,2020-06-30 09:40:13,2020-11-12 10:22:28,"22",,"1036"
"774722_3","774722","615789",2020-11-12,,,,3,2020-06-30 09:40:13,2020-11-12 10:22:28,"22",,"1036"
"777152_1","777152","615946",2020-07-20,,,,1,2020-07-23 17:18:54,2020-09-02 14:51:59,"26",,"1036"
"777152_3","777152","615946",2020-09-01,,,,3,2020-07-23 17:18:54,2020-09-02 14:51:59,"26",,"1036"
"843156_1","843156","616047",2021-08-27,,,,1,2022-03-08 12:07:36,2022-03-08 12:07:36,"28",,"1036"
"754589_1","754589","616139",2019-12-06,,,,1,2019-12-09 07:15:59,2021-02-15 09:30:52,"22",,"1036"
"754589_3","754589","616139",2020-02-07,,,,3,2019-12-09 07:15:59,2021-02-15 09:30:52,"22",,"1036"
"785605_1","785605","616186",2020-10-07,,,,1,2020-10-15 10:09:00,2021-02-08 14:48:19,"27",,"1036"
"785605_3","785605","616186",2021-02-08,,,,3,2020-10-15 10:09:00,2021-02-08 14:48:19,"27",,"1036"
"754595_1","754595","616277",2019-10-28,,,,1,2019-12-09 08:05:49,2022-05-12 15:48:08,"28",,"1036"
"754595_3","754595","616277",2020-01-13,,,,3,2019-12-09 08:05:49,2022-05-12 15:48:08,"28",,"1036"
"776170_1","776170","616293",2020-07-14,,,,1,2020-07-15 14:49:49,2020-12-23 10:19:48,"23",,"1036"
"776170_3","776170","616293",2020-12-21,,,,3,2020-07-15 14:49:49,2020-12-23 10:19:48,"23",,"1036"
"863094_1","863094","617131",2022-06-10,,,,1,2022-09-15 16:08:39,2022-09-15 16:08:39,"27",,"1036"
"768296_1","768296","617182",2020-04-09,,,,1,2020-04-09 09:59:22,2020-04-10 10:50:51,"59",,"1036"
"768296_3","768296","617182",2020-04-10,,,,3,2020-04-09 09:59:22,2020-04-10 10:50:51,"59",,"1036"
"768483_1","768483","617182",2020-04-11,,,,1,2020-04-10 21:10:59,2020-04-13 07:17:33,"59",,"1036"
"768483_3","768483","617182",2020-04-12,,,,3,2020-04-10 21:10:59,2020-04-13 07:17:33,"59",,"1036"
"847597_1","847597","617182",2022-04-15,,,,1,2022-04-18 11:19:08,2022-09-02 10:47:28,"27",,"1036"
"847597_3","847597","617182",2022-08-10,,,,3,2022-04-18 11:19:08,2022-09-02 10:47:28,"27",,"1036"
"860012_1","860012","617182",2022-08-10,,,,1,2022-08-18 16:07:43,2022-09-02 10:46:29,"27",,"1036"
"860012_3","860012","617182",2022-09-02,,,,3,2022-08-18 16:07:43,2022-09-02 10:46:29,"27",,"1036"
"775867_1","775867","617272",2020-07-10,,,,1,2020-07-13 16:37:59,2020-08-27 14:40:40,"22",,"1036"
"775867_3","775867","617272",2020-08-24,,,,3,2020-07-13 16:37:59,2020-08-27 14:40:40,"22",,"1036"
"824211_1","824211","617477",2021-09-09,,,,1,2021-09-09 12:12:15,2022-02-09 08:51:44,"26",,"1036"
"824211_3","824211","617477",2022-02-09,,,,3,2021-09-09 12:12:15,2022-02-09 08:51:44,"26",,"1036"
"776603_1","776603","617937",2020-07-20,,,,1,2020-07-20 09:13:27,2020-12-31 12:47:47,"23",,"1036"
"776603_3","776603","617937",2020-12-31,,,,3,2020-07-20 09:13:27,2020-12-31 12:47:47,"23",,"1036"
"751812_1","751812","618062",2019-11-11,,,,1,2019-11-11 10:05:08,2019-12-18 10:10:25,"26",,"1036"
"751812_3","751812","618062",2019-12-18,,,,3,2019-11-11 10:05:08,2019-12-18 10:10:25,"26",,"1036"
"810757_1","810757","618193",2021-04-13,,,,1,2021-04-28 10:56:50,2021-06-03 12:02:20,"26",,"1036"
"810757_3","810757","618193",2021-06-01,,,,3,2021-04-28 10:56:50,2021-06-03 12:02:20,"26",,"1036"
"808851_1","808851","618287",2021-04-09,,,,1,2021-04-09 16:25:05,2021-08-17 13:48:37,"27",,"1036"
"808851_3","808851","618287",2021-07-09,,,,3,2021-04-09 16:25:05,2021-08-17 13:48:37,"27",,"1036"
"696112_1","696112","618498",2018-04-20,,,,1,2018-04-20 16:02:20,2022-02-01 09:20:02,"30",,"1036"
"696112_3","696112","618498",2022-01-30,,,,3,2018-04-20 16:02:20,2022-02-01 09:20:02,"30",,"1036"
"769162_1","769162","618556",2020-04-08,,,,1,2020-04-21 09:49:49,2020-05-07 13:24:38,"18",,"1036"
"769162_3","769162","618556",2020-05-01,,,,3,2020-04-21 09:49:49,2020-05-07 13:24:38,"18",,"1036"
"843610_1","843610","618671",2022-03-11,,,,1,2022-03-11 15:01:04,2022-03-23 13:51:49,"26",,"1036"
"843610_3","843610","618671",2022-03-23,,,,3,2022-03-11 15:01:04,2022-03-23 13:51:49,"26",,"1036"
"782192_1","782192","618999",2020-09-10,,,,1,2020-09-14 12:57:54,2020-11-05 09:16:05,"26",,"1036"
"782192_3","782192","618999",2020-10-30,,,,3,2020-09-14 12:57:54,2020-11-05 09:16:05,"26",,"1036"
"829047_1","829047","618999",2021-09-16,,,,1,2021-10-28 11:41:05,2021-10-28 11:50:14,"26",,"1036"
"829047_3","829047","618999",2021-10-16,,,,3,2021-10-28 11:41:05,2021-10-28 11:50:14,"26",,"1036"
"717883_1","717883","619064",2018-12-10,,,,1,2018-12-13 08:24:08,2019-11-26 08:11:08,"26",,"1036"
"717883_3","717883","619064",2019-11-26,,,,3,2018-12-13 08:24:08,2019-11-26 08:11:08,"26",,"1036"
"808072_1","808072","619246",2021-04-05,,,,1,2021-04-05 10:54:28,2021-05-24 11:58:52,"26",,"1036"
"808072_3","808072","619246",2021-05-24,,,,3,2021-04-05 10:54:28,2021-05-24 11:58:52,"26",,"1036"
"821515_1","821515","619279",2021-08-10,,,,1,2021-08-11 14:31:28,2021-08-11 14:31:28,"27",,"1036"
"777218_1","777218","619413",2020-07-21,,,,1,2020-07-24 14:25:38,2020-09-02 15:00:43,"26",,"1036"
"777218_3","777218","619413",2020-09-01,,,,3,2020-07-24 14:25:38,2020-09-02 15:00:43,"26",,"1036"
"845031_1","845031","619424",2022-03-24,,,,1,2022-03-25 09:27:28,2022-04-26 11:43:36,"29",,"1036"
"845031_3","845031","619424",2022-04-19,,,,3,2022-03-25 09:27:28,2022-04-26 11:43:36,"29",,"1036"
"773831_1","773831","619486",2020-06-08,,,,1,2020-06-19 10:17:06,2021-06-01 09:54:45,"26",,"1036"
"773831_3","773831","619486",2021-06-01,,,,3,2020-06-19 10:17:06,2021-06-01 09:54:45,"26",,"1036"
"763819_1","763819","619681",2020-02-19,,,,1,2020-02-25 11:44:36,2020-06-22 13:31:58,"18",,"1036"
"763819_3","763819","619681",2020-06-04,,,,3,2020-02-25 11:44:36,2020-06-22 13:31:58,"18",,"1036"
"776058_1","776058","619681",2020-07-02,,,,1,2020-07-15 09:20:04,2021-05-25 10:11:44,"26",,"1036"
"776058_3","776058","619681",2021-05-25,,,,3,2020-07-15 09:20:04,2021-05-25 10:11:44,"26",,"1036"
"828662_1","828662","619681",2021-10-24,,,,1,2021-10-25 13:48:18,2022-01-31 10:37:48,"24",,"1036"
"828662_3","828662","619681",2022-01-31,,,,3,2021-10-25 13:48:18,2022-01-31 10:37:48,"24",,"1036"
"777225_1","777225","619716",2020-07-21,,,,1,2020-07-24 14:39:36,2021-05-26 09:16:01,"26",,"1036"
"777225_3","777225","619716",2021-05-26,,,,3,2020-07-24 14:39:36,2021-05-26 09:16:01,"26",,"1036"
"756077_1","756077","619739",2019-12-19,,,,1,2019-12-20 15:16:26,2020-02-03 14:51:27,"25",,"1036"
"756077_3","756077","619739",2020-01-31,,,,3,2019-12-20 15:16:26,2020-02-03 14:51:27,"25",,"1036"
"774038_1","774038","619836",2020-06-22,,,,1,2020-06-22 19:56:20,2020-09-01 15:06:31,"26",,"1036"
"774038_3","774038","619836",2020-09-01,,,,3,2020-06-22 19:56:20,2020-09-01 15:06:31,"26",,"1036"
"695810_1","695810","619962",2018-02-23,,,,1,2018-04-17 15:30:46,2021-02-15 09:34:24,"22",,"1036"
"695810_3","695810","619962",2020-02-15,,,,3,2018-04-17 15:30:46,2021-02-15 09:34:24,"22",,"1036"
"812699_1","812699","619979",2021-04-12,,,,1,2021-05-18 09:27:45,2022-08-11 14:28:46,"27",,"1036"
"812699_3","812699","619979",2022-08-11,,,,3,2021-05-18 09:27:45,2022-08-11 14:28:46,"27",,"1036"
"831438_1","831438","620079",2021-11-21,,,,1,2021-11-22 09:39:16,2021-11-22 09:39:16,"26",,"1036"
"761636_1","761636","620313",2019-05-24,,,,1,2020-02-06 11:57:21,2021-10-12 15:40:31,"29",,"1036"
"761636_3","761636","620313",2021-10-12,,,,3,2020-02-06 11:57:21,2021-10-12 15:40:31,"29",,"1036"
"847285_1","847285","620334",2022-04-14,,,,1,2022-04-14 09:45:06,2022-06-06 08:45:13,"28",,"1036"
"847285_3","847285","620334",2022-06-06,,,,3,2022-04-14 09:45:06,2022-06-06 08:45:13,"28",,"1036"
"758566_1","758566","620339",2020-01-10,,,,1,2020-01-13 11:07:14,2020-02-06 13:12:54,"22",,"1036"
"758566_3","758566","620339",2020-02-06,,,,3,2020-01-13 11:07:14,2020-02-06 13:12:54,"22",,"1036"
"846616_1","846616","620339",2022-03-14,,,,1,2022-04-07 08:48:13,2022-04-07 08:53:43,"24",,"1036"
"846616_3","846616","620339",2022-04-06,,,,3,2022-04-07 08:48:13,2022-04-07 08:53:43,"24",,"1036"
"802204_1","802204","620393",2021-02-16,,,,1,2021-02-16 10:17:20,2021-03-25 10:12:49,"23",,"1036"
"802204_3","802204","620393",2021-03-16,,,,3,2021-02-16 10:17:20,2021-03-25 10:12:49,"23",,"1036"
"778784_1","778784","620420",2020-08-07,,,,1,2020-08-10 11:43:14,2020-09-02 16:11:46,"26",,"1036"
"778784_3","778784","620420",2020-09-01,,,,3,2020-08-10 11:43:14,2020-09-02 16:11:46,"26",,"1036"
"775851_1","775851","620435",2020-07-13,,,,1,2020-07-13 14:06:20,2020-07-14 10:21:14,"25",,"1036"
"775851_3","775851","620435",2020-07-14,,,,3,2020-07-13 14:06:20,2020-07-14 10:21:14,"25",,"1036"
"846154_1","846154","620584",2022-04-04,,,,1,2022-04-04 10:43:49,2022-07-15 09:25:44,"30",,"1036"
"846154_3","846154","620584",2022-07-15,,,,3,2022-04-04 10:43:49,2022-07-15 09:25:44,"30",,"1036"
"693264_1","693264","620871",2018-02-22,,,,1,2018-03-16 11:15:29,2020-04-17 13:35:08,"17",,"1036"
"693264_3","693264","620871",2020-03-01,,,,3,2018-03-16 11:15:29,2020-04-17 13:35:08,"17",,"1036"
"786393_1","786393","620933",2020-10-22,,,,1,2020-10-22 12:45:28,2021-01-04 14:50:05,"23",,"1036"
"786393_3","786393","620933",2020-12-30,,,,3,2020-10-22 12:45:28,2021-01-04 14:50:05,"23",,"1036"
"780235_1","780235","621218",2020-08-25,,,,1,2020-08-25 15:21:44,2020-11-30 14:59:53,"26",,"1036"
"780235_3","780235","621218",2020-11-25,,,,3,2020-08-25 15:21:44,2020-11-30 14:59:53,"26",,"1036"
"813870_1","813870","621225",2021-05-28,,,,1,2021-05-28 15:31:53,2022-01-20 12:25:46,"26",,"1036"
"813870_3","813870","621225",2022-01-20,,,,3,2021-05-28 15:31:53,2022-01-20 12:25:46,"26",,"1036"
"841383_1","841383","621306",2022-02-18,,,,1,2022-02-18 11:38:54,2022-08-31 12:11:39,"23",,"1036"
"841383_3","841383","621306",2022-08-17,,,,3,2022-02-18 11:38:54,2022-08-31 12:11:39,"23",,"1036"
"839284_1","839284","621324",2022-02-01,,,,1,2022-02-01 11:47:38,2022-04-29 12:05:43,"23",,"1036"
"839284_3","839284","621324",2022-04-28,,,,3,2022-02-01 11:47:38,2022-04-29 12:05:43,"23",,"1036"
"772403_1","772403","621452",2020-06-03,,,,1,2020-06-03 10:22:36,2020-08-10 11:20:03,"23",,"1036"
"772403_3","772403","621452",2020-07-30,,,,3,2020-06-03 10:22:36,2020-08-10 11:20:03,"23",,"1036"
"812244_3","812244","621470",2021-05-13,,,,3,2021-05-13 09:08:21,2021-05-13 11:37:10,"26",,"1036"
"812244_1","812244","621470",2021-05-13,,,,1,2021-05-13 09:08:21,2021-05-13 11:37:10,"26",,"1036"
"861209_1","861209","621633",2022-08-30,,,,1,2022-08-30 09:16:36,2022-08-30 09:16:36,"30",,"1036"
"790805_1","790805","621676",2020-11-27,,,,1,2020-12-01 11:59:48,2021-01-05 11:59:35,"26",,"1036"
"790805_3","790805","621676",2021-01-05,,,,3,2020-12-01 11:59:48,2021-01-05 11:59:35,"26",,"1036"
"847999_1","847999","621804",2022-04-21,,,,1,2022-04-21 11:17:19,2022-05-11 11:14:38,"26",,"1036"
"847999_3","847999","621804",2022-05-11,,,,3,2022-04-21 11:17:19,2022-05-11 11:14:38,"26",,"1036"
"840370_1","840370","622237",2022-02-07,,,,1,2022-02-09 15:52:56,2022-04-07 08:28:27,"26",,"1036"
"840370_3","840370","622237",2022-03-02,,,,3,2022-02-09 15:52:56,2022-04-07 08:28:27,"26",,"1036"
"862493_1","862493","622237",2022-09-08,,,,1,2022-09-12 11:33:09,2022-09-12 11:33:09,"30",,"1036"
"804168_1","804168","622243",2021-03-02,,,,1,2021-03-02 05:59:14,2021-03-03 06:03:30,"59",,"1036"
"804168_3","804168","622243",2021-03-03,,,,3,2021-03-02 05:59:14,2021-03-03 06:03:30,"59",,"1036"
"773929_1","773929","622359",2020-06-18,,,,1,2020-06-22 08:48:45,2020-10-13 13:48:24,"27",,"1036"
"773929_3","773929","622359",2020-09-01,,,,3,2020-06-22 08:48:45,2020-10-13 13:48:24,"27",,"1036"
"697624_1","697624","622569",2018-04-19,,,,1,2018-05-08 15:09:28,2021-03-30 13:07:04,"17",,"1036"
"697624_3","697624","622569",2021-03-01,,,,3,2018-05-08 15:09:28,2021-03-30 13:07:04,"17",,"1036"
"840287_1","840287","622572",2022-02-09,,,,1,2022-02-09 11:30:47,2022-05-02 11:07:15,"26",,"1036"
"840287_3","840287","622572",2022-05-02,,,,3,2022-02-09 11:30:47,2022-05-02 11:07:15,"26",,"1036"
"767441_1","767441","622684",2020-03-30,,,,1,2020-03-31 10:18:59,2020-04-03 10:48:39,"18",,"1036"
"767441_3","767441","622684",2020-03-31,,,,3,2020-03-31 10:18:59,2020-04-03 10:48:39,"18",,"1036"
"761097_1","761097","622786",2020-01-31,,,,1,2020-02-03 10:21:10,2020-04-20 16:09:18,"25",,"1036"
"761097_3","761097","622786",2020-03-03,,,,3,2020-02-03 10:21:10,2020-04-20 16:09:18,"25",,"1036"
"769130_1","769130","622786",2020-04-20,,,,1,2020-04-20 16:11:15,2021-02-03 14:36:15,"27",,"1036"
"769130_3","769130","622786",2020-04-26,,,,3,2020-04-20 16:11:15,2021-02-03 14:36:15,"27",,"1036"
"779552_1","779552","622849",2020-08-17,,,,1,2020-08-19 11:47:23,2020-10-28 10:51:22,"27",,"1036"
"779552_3","779552","622849",2020-10-28,,,,3,2020-08-19 11:47:23,2020-10-28 10:51:22,"27",,"1036"
"775990_1","775990","623073",2020-06-30,,,,1,2020-07-14 14:23:31,2021-05-25 15:00:04,"26",,"1036"
"775990_3","775990","623073",2021-05-25,,,,3,2020-07-14 14:23:31,2021-05-25 15:00:04,"26",,"1036"
"848491_1","848491","623073",2022-04-25,,,,1,2022-04-26 16:25:11,2022-04-26 16:25:11,"24",,"1036"
"829174_1","829174","623318",2021-10-18,,,,1,2021-10-29 11:35:29,2022-01-04 10:21:43,"24",,"1036"
"829174_3","829174","623318",2022-01-04,,,,3,2021-10-29 11:35:29,2022-01-04 10:21:43,"24",,"1036"
"749255_1","749255","623414",2019-10-14,,,,1,2019-10-15 08:57:58,2019-10-22 10:04:56,"26",,"1036"
"749255_3","749255","623414",2019-10-21,,,,3,2019-10-15 08:57:58,2019-10-22 10:04:56,"26",,"1036"
"762719_1","762719","623414",2020-01-30,,,,1,2020-02-14 08:52:29,2020-03-04 10:12:33,"26",,"1036"
"762719_3","762719","623414",2020-02-22,,,,3,2020-02-14 08:52:29,2020-03-04 10:12:33,"26",,"1036"
"785559_1","785559","623415",2020-01-07,,,,1,2020-10-15 03:52:29,2020-10-15 03:57:57,"27",,"1036"
"785559_3","785559","623415",2020-01-14,,,,3,2020-10-15 03:52:29,2020-10-15 03:57:57,"27",,"1036"
"783114_1","783114","623451",2020-09-17,,,,1,2020-09-23 08:54:34,2020-10-28 12:52:52,"26",,"1036"
"783114_3","783114","623451",2020-10-23,,,,3,2020-09-23 08:54:34,2020-10-28 12:52:52,"26",,"1036"
"826397_1","826397","623559",2021-09-10,,,,1,2021-09-30 13:48:12,2021-09-30 13:54:36,"26",,"1036"
"826397_3","826397","623559",2021-09-27,,,,3,2021-09-30 13:48:12,2021-09-30 13:54:36,"26",,"1036"
"790440_1","790440","623608",2020-11-25,,,,1,2020-11-25 14:01:39,2021-02-08 15:24:21,"27",,"1036"
"790440_3","790440","623608",2021-02-08,,,,3,2020-11-25 14:01:39,2021-02-08 15:24:21,"27",,"1036"
"819734_1","819734","623725",2021-07-22,,,,1,2021-07-26 11:14:17,2021-11-01 12:08:40,"28",,"1036"
"819734_3","819734","623725",2021-10-25,,,,3,2021-07-26 11:14:17,2021-11-01 12:08:40,"28",,"1036"
"829303_1","829303","623725",2021-10-25,,,,1,2021-11-01 12:10:27,2022-08-14 10:14:06,"27",,"1036"
"829303_3","829303","623725",2022-08-14,,,,3,2021-11-01 12:10:27,2022-08-14 10:14:06,"27",,"1036"
"739167_1","739167","623842",2019-07-02,,,,1,2019-07-08 08:06:03,2020-03-27 06:53:07,"26",,"1036"
"739167_3","739167","623842",2020-03-02,,,,3,2019-07-08 08:06:03,2020-03-27 06:53:07,"26",,"1036"
"848372_1","848372","623842",2022-04-26,,,,1,2022-04-26 09:42:07,2022-05-12 11:13:05,"29",,"1036"
"848372_3","848372","623842",2022-05-12,,,,3,2022-04-26 09:42:07,2022-05-12 11:13:05,"29",,"1036"
"792794_1","792794","623997",2020-12-15,,,,1,2020-12-15 11:46:53,2021-06-01 10:46:27,"26",,"1036"
"792794_3","792794","623997",2021-06-01,,,,3,2020-12-15 11:46:53,2021-06-01 10:46:27,"26",,"1036"
"753811_1","753811","624008",2019-12-01,,,,1,2019-12-02 10:54:36,2019-12-09 14:38:23,"59",,"1036"
"753811_3","753811","624008",2019-12-09,,,,3,2019-12-02 10:54:36,2019-12-09 14:38:23,"59",,"1036"
"843605_1","843605","624692",2022-03-11,,,,1,2022-03-11 14:11:49,2022-06-07 09:05:22,"28",,"1036"
"843605_3","843605","624692",2022-06-07,,,,3,2022-03-11 14:11:49,2022-06-07 09:05:22,"28",,"1036"
"731345_1","731345","624776",2019-03-22,,,,1,2019-04-18 11:18:00,2022-02-04 14:51:26,"26",,"1036"
"731345_3","731345","624776",2021-06-22,,,,3,2019-04-18 11:18:00,2022-02-04 14:51:26,"26",,"1036"
"805290_1","805290","624950",2021-03-10,,,,1,2021-03-10 08:53:54,2021-06-16 09:03:10,"18",,"1036"
"805290_3","805290","624950",2021-05-20,,,,3,2021-03-10 08:53:54,2021-06-16 09:03:10,"18",,"1036"
"702000_1","702000","625052",2018-06-27,,,,1,2018-06-27 10:41:00,2019-11-04 11:42:21,"49",,"1036"
"702000_3","702000","625052",2019-10-31,,,,3,2018-06-27 10:41:00,2019-11-04 11:42:21,"49",,"1036"
"778170_1","778170","625171",2020-08-03,,,,1,2020-08-04 08:48:15,2020-08-30 11:56:40,"59",,"1036"
"778170_3","778170","625171",2020-08-28,,,,3,2020-08-04 08:48:15,2020-08-30 11:56:40,"59",,"1036"
"847030_1","847030","625171",2022-04-09,,,,1,2022-04-11 15:21:21,2022-05-23 11:06:45,"28",,"1036"
"847030_3","847030","625171",2022-04-23,,,,3,2022-04-11 15:21:21,2022-05-23 11:06:45,"28",,"1036"
"856635_1","856635","625171",2022-07-06,,,,1,2022-07-18 09:13:45,2022-08-31 12:44:49,"30",,"1036"
"856635_3","856635","625171",2022-08-31,,,,3,2022-07-18 09:13:45,2022-08-31 12:44:49,"30",,"1036"
"860761_1","860761","625171",2022-08-24,,,,1,2022-08-25 17:26:35,2022-09-21 11:22:35,"28",,"1036"
"860761_3","860761","625171",2022-09-21,,,,3,2022-08-25 17:26:35,2022-09-21 11:22:35,"28",,"1036"
"829109_1","829109","625358",2021-10-28,,,,1,2021-10-28 15:43:12,2022-05-24 14:48:18,"27",,"1036"
"829109_3","829109","625358",2022-05-26,,,,3,2021-10-28 15:43:12,2022-05-24 14:48:18,"27",,"1036"
"785282_1","785282","625466",2020-10-06,,,,1,2020-10-13 05:05:15,2020-11-05 00:23:10,"27",,"1036"
"785282_3","785282","625466",2020-10-15,,,,3,2020-10-13 05:05:15,2020-11-05 00:23:10,"27",,"1036"
"772243_1","772243","625538",2020-06-01,,,,1,2020-06-02 10:04:54,2020-07-23 10:32:42,"23",,"1036"
"772243_3","772243","625538",2020-07-24,,,,3,2020-06-02 10:04:54,2020-07-23 10:32:42,"23",,"1036"
"712678_1","712678","625588",2018-10-18,,,,1,2018-10-19 12:33:03,2021-04-30 12:40:59,"18",,"1036"
"712678_3","712678","625588",2020-10-01,,,,3,2018-10-19 12:33:03,2021-04-30 12:40:59,"18",,"1036"
"846514_1","846514","625955",2022-04-06,,,,1,2022-04-06 10:27:00,2022-07-15 09:57:37,"30",,"1036"
"846514_3","846514","625955",2022-07-15,,,,3,2022-04-06 10:27:00,2022-07-15 09:57:37,"30",,"1036"
"791255_1","791255","625979",2020-12-03,,,,1,2020-12-03 15:58:52,2021-02-09 16:05:02,"23",,"1036"
"791255_3","791255","625979",2021-02-09,,,,3,2020-12-03 15:58:52,2021-02-09 16:05:02,"23",,"1036"
"772348_1","772348","626023",2020-06-01,,,,1,2020-06-02 15:41:10,2020-08-27 09:32:35,"25",,"1036"
"772348_3","772348","626023",2020-08-02,,,,3,2020-06-02 15:41:10,2020-08-27 09:32:35,"25",,"1036"
"788921_1","788921","626023",2020-11-09,,,,1,2020-11-13 09:32:28,2021-02-03 14:38:19,"27",,"1036"
"788921_3","788921","626023",2020-12-23,,,,3,2020-11-13 09:32:28,2021-02-03 14:38:19,"27",,"1036"
"839895_1","839895","626043",2022-02-05,,,,1,2022-02-06 14:05:04,2022-02-15 15:52:03,"29",,"1036"
"839895_3","839895","626043",2022-02-15,,,,3,2022-02-06 14:05:04,2022-02-15 15:52:03,"29",,"1036"
"850438_1","850438","626043",2022-05-09,,,,1,2022-05-17 13:05:28,2022-05-17 14:20:27,"29",,"1036"
"850438_3","850438","626043",2022-05-15,,,,3,2022-05-17 13:05:28,2022-05-17 14:20:27,"29",,"1036"
"823743_1","823743","626122",2021-08-20,,,,1,2021-09-03 11:32:43,2022-05-10 14:37:56,"28",,"1036"
"823743_3","823743","626122",2021-10-15,,,,3,2021-09-03 11:32:43,2022-05-10 14:37:56,"28",,"1036"
"855558_1","855558","626208",2022-07-06,,,,1,2022-07-06 15:54:15,2022-08-10 08:54:16,"18",,"1036"
"785425_1","785425","626241",2019-11-03,,,,1,2020-10-14 04:20:13,2020-10-14 04:24:56,"27",,"1036"
"785425_3","785425","626241",2019-11-05,,,,3,2020-10-14 04:20:13,2020-10-14 04:24:56,"27",,"1036"
"785426_1","785426","626241",2019-11-12,,,,1,2020-10-14 04:28:04,2020-10-14 04:34:51,"27",,"1036"
"785426_3","785426","626241",2019-12-02,,,,3,2020-10-14 04:28:04,2020-10-14 04:34:51,"27",,"1036"
"785427_1","785427","626241",2019-12-03,,,,1,2020-10-14 04:37:51,2020-10-14 04:40:13,"27",,"1036"
"785427_3","785427","626241",2019-12-09,,,,3,2020-10-14 04:37:51,2020-10-14 04:40:13,"27",,"1036"
"785428_1","785428","626241",2019-12-09,,,,1,2020-10-14 04:46:48,2020-10-14 04:49:19,"27",,"1036"
"785428_3","785428","626241",2019-12-18,,,,3,2020-10-14 04:46:48,2020-10-14 04:49:19,"27",,"1036"
"777231_1","777231","626407",2020-07-21,,,,1,2020-07-24 15:12:28,2021-02-10 14:57:02,"27",,"1036"
"777231_3","777231","626407",2021-02-10,,,,3,2020-07-24 15:12:28,2021-02-10 14:57:02,"27",,"1036"
"821197_1","821197","626407",2021-08-09,,,,1,2021-08-09 11:34:07,2022-02-08 15:08:09,"26",,"1036"
"821197_3","821197","626407",2022-02-08,,,,3,2021-08-09 11:34:07,2022-02-08 15:08:09,"26",,"1036"
"821387_1","821387","626636",2021-08-08,,,,1,2021-08-10 15:53:36,2021-10-11 11:29:39,"27",,"1036"
"821387_3","821387","626636",2021-09-27,,,,3,2021-08-10 15:53:36,2021-10-11 11:29:39,"27",,"1036"
