"EmploymentEducationID","EnrollmentID","PersonalID","InformationDate","LastGradeCompleted","SchoolStatus","Employed","EmploymentType","NotEmployedReason","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"736842_1","736842","644708",2019-05-15,,,,,,1,2019-05-15 11:01:33,2019-05-15 11:01:33,"17",,"1036"
"736842_3","736842","644708",2020-07-23,,,,,,3,2020-07-23 15:28:02,2020-07-23 15:28:02,"17",,"1036"
"736843_1","736843","644709",2019-05-15,,,,,,1,2019-05-15 11:01:33,2019-05-15 11:01:33,"17",,"1036"
"736843_3","736843","644709",2020-07-23,,,,,,3,2020-07-23 15:28:02,2020-07-23 15:28:02,"17",,"1036"
"736888_1","736888","644742",2019-06-11,10,,1,,,1,2019-06-11 02:00:00,2019-06-11 02:00:00,"17",,"1036"
"736888_3","736888","644742",2019-10-07,10,,1,,,3,2019-10-07 12:45:39,2019-10-07 12:45:39,"17",,"1036"
"736889_1","736889","644743",2019-06-11,,,,,,1,2019-06-11 02:00:00,2019-06-11 02:00:00,"17",,"1036"
"736889_3","736889","644743",2019-10-07,,,,,,3,2019-10-07 12:45:39,2019-10-07 12:45:39,"17",,"1036"
"801761_1","801761","644759",2021-02-12,,,,,,1,2021-02-12 02:00:00,2021-02-12 02:00:00,"26",,"1036"
"801761_3","801761","644759",2021-05-18,,,,,,3,2021-05-18 02:00:00,2021-05-18 02:00:00,"26",,"1036"
"736948_1","736948","644778",2019-06-03,5,,0,,,1,2019-06-03 02:00:00,2019-06-03 02:00:00,"26",,"1036"
"736948_3","736948","644778",2019-10-06,5,,0,,,3,2019-10-06 02:00:00,2019-10-06 02:00:00,"26",,"1036"
"846752_1","846752","644784",2021-07-06,5,,0,,,1,2021-07-06 10:58:40,2021-07-06 10:58:40,"26",,"1036"
"846752_3","846752","644784",2021-08-30,5,,0,,,3,2021-08-30 00:59:10,2021-08-30 00:59:10,"26",,"1036"
"790245_1","790245","644807",2020-11-12,5,,1,,,1,2020-11-12 02:00:00,2020-11-12 02:00:00,"26",,"1036"
"790245_3","790245","644807",2021-05-21,5,,1,,,3,2021-05-21 02:00:00,2021-05-21 02:00:00,"26",,"1036"
"760915_1","760915","644812",2020-01-31,4,,0,,,1,2020-01-31 02:00:00,2020-01-31 02:00:00,"59",,"1036"
"18553_2","760915","644812",2020-02-09,4,,0,,,2,2020-02-09 11:23:34,2020-02-09 11:23:34,"59",,"1036"
"760915_3","760915","644812",2020-02-10,4,,0,,,3,2020-02-10 11:23:09,2020-02-10 11:23:09,"59",,"1036"
"746992_1","746992","644923",2019-09-19,10,,0,,,1,2019-09-19 02:00:00,2019-09-19 02:00:00,"18",,"1036"
"746992_3","746992","644923",2019-10-28,10,,0,,,3,2019-10-28 13:29:57,2019-10-28 13:29:57,"18",,"1036"
"739168_1","739168","644929",2019-07-05,4,,1,,,1,2019-07-05 02:00:00,2019-07-05 02:00:00,"26",,"1036"
"17728_2","739168","644929",2019-12-06,4,,1,,,2,2019-12-06 02:00:00,2019-12-06 02:00:00,"26",,"1036"
"739168_3","739168","644929",2021-04-07,4,,0,,,3,2021-04-07 02:00:00,2021-04-07 02:00:00,"26",,"1036"
"825699_1","825699","644935",2021-09-10,2,,0,,,1,2021-09-10 02:00:00,2021-09-10 02:00:00,"27",,"1036"
"810500_1","810500","644988",2021-04-26,5,,0,,,1,2021-04-26 02:00:00,2021-04-26 02:00:00,"28",,"1036"
"810500_3","810500","644988",2021-05-26,5,,0,,,3,2021-05-26 02:00:00,2021-05-26 02:00:00,"28",,"1036"
"748314_1","748314","645059",2019-09-21,,,,,,1,2019-09-21 02:00:00,2019-09-21 02:00:00,"59",,"1036"
"748314_3","748314","645059",2020-04-01,,,,,,3,2020-04-01 09:09:50,2020-04-01 09:09:50,"59",,"1036"
"784133_1","784133","645083",2020-10-01,10,,1,1,,1,2020-10-01 02:00:00,2020-10-01 02:00:00,"23",,"1036"
"20799_2","784133","645083",2020-10-01,10,,1,1,,2,2020-10-01 02:00:00,2020-10-01 02:00:00,"23",,"1036"
"784133_3","784133","645083",2020-12-30,10,,1,1,,3,2020-12-30 02:00:00,2020-12-30 02:00:00,"23",,"1036"
"784134_1","784134","645085",2020-10-01,,,,,,1,2020-10-01 02:00:00,2020-10-01 02:00:00,"23",,"1036"
"20800_2","784134","645085",2020-10-01,,,,,,2,2020-10-01 02:00:00,2020-10-01 02:00:00,"23",,"1036"
"784134_3","784134","645085",2020-12-30,,,,,,3,2020-12-30 02:00:00,2020-12-30 02:00:00,"23",,"1036"
"768408_1","768408","645210",2020-04-07,4,,0,,,1,2020-04-07 02:00:00,2020-04-07 02:00:00,"27",,"1036"
"768408_3","768408","645210",2020-04-16,4,,0,,,3,2020-04-16 02:00:00,2020-04-16 02:00:00,"27",,"1036"
"800946_1","800946","645210",2021-02-01,4,,0,,,1,2021-02-01 02:00:00,2021-02-01 02:00:00,"28",,"1036"
"800946_3","800946","645210",2021-04-04,4,,1,,,3,2021-04-04 02:00:00,2021-04-04 02:00:00,"28",,"1036"
"816604_1","816604","645221",2021-06-24,4,,0,,,1,2021-06-24 02:00:00,2021-06-24 02:00:00,"27",,"1036"
"26146_2","816604","645221",2021-11-20,4,,0,,,2,2021-11-20 09:04:55,2021-11-20 09:04:55,"27",,"1036"
"816604_3","816604","645221",2021-11-21,4,,0,,,3,2021-11-21 02:00:00,2021-11-21 02:00:00,"27",,"1036"
"843055_1","843055","645292",2022-02-09,5,,1,,,1,2022-02-09 16:11:24,2022-02-09 16:11:24,"29",,"1036"
"843055_3","843055","645292",2022-05-20,7,,1,,,3,2022-05-20 02:00:00,2022-05-20 02:00:00,"29",,"1036"
"775188_1","775188","645318",2020-07-06,10,,0,,1,1,2020-07-06 02:00:00,2020-07-06 02:00:00,"23",,"1036"
"775188_3","775188","645318",2020-10-04,10,,1,1,,3,2020-10-04 02:00:00,2020-10-04 02:00:00,"23",,"1036"
"830188_1","830188","645479",2021-11-09,4,,0,,,1,2021-11-09 02:00:00,2021-11-09 02:00:00,"26",,"1036"
"830188_3","830188","645479",2022-02-09,4,,0,,,3,2022-02-09 02:00:00,2022-02-09 02:00:00,"26",,"1036"
"830189_1","830189","645482",2021-11-09,,,,,,1,2021-11-09 02:00:00,2021-11-09 02:00:00,"26",,"1036"
"830189_3","830189","645482",2022-02-09,,,,,,3,2022-02-09 02:00:00,2022-02-09 02:00:00,"26",,"1036"
"816599_1","816599","645861",2021-06-24,4,,1,,,1,2021-06-24 02:00:00,2021-06-24 02:00:00,"28",,"1036"
"816599_3","816599","645861",2021-08-02,4,,1,,,3,2021-08-02 02:00:00,2021-08-02 02:00:00,"28",,"1036"
"810781_1","810781","645989",2021-04-05,5,,0,,,1,2021-04-05 02:00:00,2021-04-05 02:00:00,"26",,"1036"
"810781_3","810781","645989",2021-04-09,5,,0,,,3,2021-04-09 02:00:00,2021-04-09 02:00:00,"26",,"1036"
"744707_1","744707","646068",2019-08-28,11,,0,,,1,2019-08-28 02:00:00,2019-08-28 02:00:00,"26",,"1036"
"744707_3","744707","646068",2019-10-02,11,,0,,,3,2019-10-02 10:48:35,2019-10-02 10:48:35,"26",,"1036"
"804889_1","804889","646075",2021-03-07,10,,0,,,1,2021-03-07 06:54:20,2021-03-07 06:54:20,"59",,"1036"
"804889_3","804889","646075",2021-06-01,10,,1,,,3,2021-06-01 05:41:31,2021-06-01 05:41:31,"59",,"1036"
"816987_1","816987","646075",2021-06-25,10,,1,,,1,2021-06-25 02:00:00,2021-06-25 02:00:00,"59",,"1036"
"24350_2","816987","646075",2021-07-18,10,,1,,,2,2021-07-18 10:43:33,2021-07-18 10:43:33,"59",,"1036"
"816987_3","816987","646075",2021-07-19,10,,1,,,3,2021-07-19 10:42:16,2021-07-19 10:42:16,"59",,"1036"
"815653_1","815653","646164",2021-06-16,4,,0,,,1,2021-06-16 02:00:00,2021-06-16 02:00:00,"18",,"1036"
"815653_3","815653","646164",2021-06-25,4,,0,,,3,2021-06-25 02:00:00,2021-06-25 02:00:00,"18",,"1036"
"739457_1","739457","646165",2019-07-05,,,,,,1,2019-07-05 02:00:00,2019-07-05 02:00:00,"26",,"1036"
"17729_2","739457","646165",2019-12-06,,,,,,2,2019-12-06 02:00:00,2019-12-06 02:00:00,"26",,"1036"
"739457_3","739457","646165",2021-04-07,4,,0,,,3,2021-04-07 02:00:00,2021-04-07 02:00:00,"26",,"1036"
"739456_1","739456","646166",2019-07-05,,,,,,1,2019-07-05 02:00:00,2019-07-05 02:00:00,"26",,"1036"
"739456_3","739456","646166",2021-04-07,,,,,,3,2021-04-07 02:00:00,2021-04-07 02:00:00,"26",,"1036"
"739459_1","739459","646167",2019-07-05,,,,,,1,2019-07-05 02:00:00,2019-07-05 02:00:00,"26",,"1036"
"17731_2","739459","646167",2019-12-06,,,,,,2,2019-12-06 02:00:00,2019-12-06 02:00:00,"26",,"1036"
"739459_3","739459","646167",2021-04-07,,,,,,3,2021-04-07 02:00:00,2021-04-07 02:00:00,"26",,"1036"
"739458_1","739458","646168",2019-07-05,,,,,,1,2019-07-05 02:00:00,2019-07-05 02:00:00,"26",,"1036"
"17730_2","739458","646168",2019-12-06,,,,,,2,2019-12-06 02:00:00,2019-12-06 02:00:00,"26",,"1036"
"739458_3","739458","646168",2021-04-07,,,,,,3,2021-04-07 02:00:00,2021-04-07 02:00:00,"26",,"1036"
"743568_1","743568","646342",2019-07-19,7,,1,,,1,2019-07-19 02:00:00,2019-07-19 02:00:00,"26",,"1036"
"18457_2","743568","646342",2019-12-31,7,,1,,,2,2019-12-31 02:00:00,2019-12-31 02:00:00,"26",,"1036"
"18466_2","743568","646342",2019-12-31,7,,1,,,2,2019-12-31 13:46:30,2019-12-31 13:46:30,"26",,"1036"
"20126_5","743568","646342",2020-07-23,7,,0,,,5,2020-07-23 02:00:00,2020-07-23 02:00:00,"26",,"1036"
"743568_3","743568","646342",2020-09-22,7,,0,,,3,2020-09-22 02:00:00,2020-09-22 02:00:00,"26",,"1036"
"801467_1","801467","646342",2021-02-10,7,,1,,,1,2021-02-10 02:00:00,2021-02-10 02:00:00,"23",,"1036"
"801467_3","801467","646342",2021-03-10,7,,0,,,3,2021-03-10 02:00:00,2021-03-10 02:00:00,"23",,"1036"
"854918_1","854918","646342",2022-06-29,7,,0,,,1,2022-06-29 02:00:00,2022-06-29 02:00:00,"26",,"1036"
"854918_3","854918","646342",2022-08-09,7,,0,,,3,2022-08-09 02:00:00,2022-08-09 02:00:00,"26",,"1036"
"743567_1","743567","646343",2019-07-19,4,,0,,,1,2019-07-19 02:00:00,2019-07-19 02:00:00,"26",,"1036"
"20127_5","743567","646343",2020-07-23,4,,1,,,5,2020-07-23 02:00:00,2020-07-23 02:00:00,"26",,"1036"
"743567_3","743567","646343",2020-09-22,4,,1,,,3,2020-09-22 02:00:00,2020-09-22 02:00:00,"26",,"1036"
"801471_1","801471","646343",2021-02-10,3,,0,,,1,2021-02-10 02:00:00,2021-02-10 02:00:00,"23",,"1036"
"801471_3","801471","646343",2021-03-10,3,,1,,,3,2021-03-10 02:00:00,2021-03-10 02:00:00,"23",,"1036"
"854917_1","854917","646343",2022-06-29,3,,0,,,1,2022-06-29 02:00:00,2022-06-29 02:00:00,"26",,"1036"
"854917_3","854917","646343",2022-08-09,4,,0,,,3,2022-08-09 02:00:00,2022-08-09 02:00:00,"26",,"1036"
"743575_1","743575","646344",2019-07-19,,,,,,1,2019-07-19 02:00:00,2019-07-19 02:00:00,"26",,"1036"
"18464_2","743575","646344",2019-12-31,,,,,,2,2019-12-31 02:00:00,2019-12-31 02:00:00,"26",,"1036"
"18473_2","743575","646344",2019-12-31,,,,,,2,2019-12-31 13:46:30,2019-12-31 13:46:30,"26",,"1036"
"20136_5","743575","646344",2020-07-23,,,,,,5,2020-07-23 02:00:00,2020-07-23 02:00:00,"26",,"1036"
"743575_3","743575","646344",2020-09-22,,,,,,3,2020-09-22 02:00:00,2020-09-22 02:00:00,"26",,"1036"
"801477_1","801477","646344",2021-02-10,,,,,,1,2021-02-10 02:00:00,2021-02-10 02:00:00,"23",,"1036"
"801477_3","801477","646344",2021-03-10,,,,,,3,2021-03-10 02:00:00,2021-03-10 02:00:00,"23",,"1036"
"743574_1","743574","646345",2019-07-19,,,,,,1,2019-07-19 02:00:00,2019-07-19 02:00:00,"26",,"1036"
"18463_2","743574","646345",2019-12-31,,,,,,2,2019-12-31 02:00:00,2019-12-31 02:00:00,"26",,"1036"
"18472_2","743574","646345",2019-12-31,,,,,,2,2019-12-31 13:46:30,2019-12-31 13:46:30,"26",,"1036"
"20135_5","743574","646345",2020-07-23,,,,,,5,2020-07-23 02:00:00,2020-07-23 02:00:00,"26",,"1036"
"743574_3","743574","646345",2020-09-22,,,,,,3,2020-09-22 02:00:00,2020-09-22 02:00:00,"26",,"1036"
"801476_1","801476","646345",2021-02-10,,,,,,1,2021-02-10 02:00:00,2021-02-10 02:00:00,"23",,"1036"
"801476_3","801476","646345",2021-03-10,,,,,,3,2021-03-10 02:00:00,2021-03-10 02:00:00,"23",,"1036"
"743571_1","743571","646346",2019-07-19,,,,,,1,2019-07-19 02:00:00,2019-07-19 02:00:00,"26",,"1036"
"18460_2","743571","646346",2019-12-31,,,,,,2,2019-12-31 02:00:00,2019-12-31 02:00:00,"26",,"1036"
"18469_2","743571","646346",2019-12-31,,,,,,2,2019-12-31 13:46:30,2019-12-31 13:46:30,"26",,"1036"
"20131_5","743571","646346",2020-07-23,,,,,,5,2020-07-23 02:00:00,2020-07-23 02:00:00,"26",,"1036"
"743571_3","743571","646346",2020-09-22,,,,,,3,2020-09-22 02:00:00,2020-09-22 02:00:00,"26",,"1036"
"801472_1","801472","646346",2021-02-10,,,,,,1,2021-02-10 02:00:00,2021-02-10 02:00:00,"23",,"1036"
"801472_3","801472","646346",2021-03-10,,,,,,3,2021-03-10 02:00:00,2021-03-10 02:00:00,"23",,"1036"
"743570_1","743570","646347",2019-07-19,,,,,,1,2019-07-19 02:00:00,2019-07-19 02:00:00,"26",,"1036"
"18459_2","743570","646347",2019-12-31,,,,,,2,2019-12-31 02:00:00,2019-12-31 02:00:00,"26",,"1036"
"18468_2","743570","646347",2019-12-31,,,,,,2,2019-12-31 13:46:30,2019-12-31 13:46:30,"26",,"1036"
"20130_5","743570","646347",2020-07-23,,,,,,5,2020-07-23 02:00:00,2020-07-23 02:00:00,"26",,"1036"
"743570_3","743570","646347",2020-09-22,,,,,,3,2020-09-22 02:00:00,2020-09-22 02:00:00,"26",,"1036"
"801470_1","801470","646347",2021-02-10,,,,,,1,2021-02-10 02:00:00,2021-02-10 02:00:00,"23",,"1036"
"801470_3","801470","646347",2021-03-10,,,,,,3,2021-03-10 02:00:00,2021-03-10 02:00:00,"23",,"1036"
"743573_1","743573","646348",2019-07-19,,,,,,1,2019-07-19 02:00:00,2019-07-19 02:00:00,"26",,"1036"
"18462_2","743573","646348",2019-12-31,,,,,,2,2019-12-31 02:00:00,2019-12-31 02:00:00,"26",,"1036"
"18471_2","743573","646348",2019-12-31,,,,,,2,2019-12-31 13:46:30,2019-12-31 13:46:30,"26",,"1036"
"20134_5","743573","646348",2020-07-23,,,,,,5,2020-07-23 02:00:00,2020-07-23 02:00:00,"26",,"1036"
"743573_3","743573","646348",2020-09-22,,,,,,3,2020-09-22 02:00:00,2020-09-22 02:00:00,"26",,"1036"
"801475_1","801475","646348",2021-02-10,,,,,,1,2021-02-10 02:00:00,2021-02-10 02:00:00,"23",,"1036"
"801475_3","801475","646348",2021-03-10,,,,,,3,2021-03-10 02:00:00,2021-03-10 02:00:00,"23",,"1036"
"743569_1","743569","646349",2019-07-19,,,,,,1,2019-07-19 02:00:00,2019-07-19 02:00:00,"26",,"1036"
"18458_2","743569","646349",2019-12-31,,,,,,2,2019-12-31 02:00:00,2019-12-31 02:00:00,"26",,"1036"
"18467_2","743569","646349",2019-12-31,,,,,,2,2019-12-31 13:46:30,2019-12-31 13:46:30,"26",,"1036"
"20128_5","743569","646349",2020-07-23,,,,,,5,2020-07-23 02:00:00,2020-07-23 02:00:00,"26",,"1036"
"743569_3","743569","646349",2020-09-22,,,,,,3,2020-09-22 02:00:00,2020-09-22 02:00:00,"26",,"1036"
"801468_1","801468","646349",2021-02-10,,,,,,1,2021-02-10 02:00:00,2021-02-10 02:00:00,"23",,"1036"
"801468_3","801468","646349",2021-03-10,,,,,,3,2021-03-10 02:00:00,2021-03-10 02:00:00,"23",,"1036"
"743572_1","743572","646350",2019-07-19,,,,,,1,2019-07-19 02:00:00,2019-07-19 02:00:00,"26",,"1036"
"18461_2","743572","646350",2019-12-31,,,,,,2,2019-12-31 02:00:00,2019-12-31 02:00:00,"26",,"1036"
"18470_2","743572","646350",2019-12-31,,,,,,2,2019-12-31 13:46:30,2019-12-31 13:46:30,"26",,"1036"
"20132_5","743572","646350",2020-07-23,,,,,,5,2020-07-23 02:00:00,2020-07-23 02:00:00,"26",,"1036"
"743572_3","743572","646350",2020-09-22,,,,,,3,2020-09-22 02:00:00,2020-09-22 02:00:00,"26",,"1036"
"801473_1","801473","646350",2021-02-10,,,,,,1,2021-02-10 02:00:00,2021-02-10 02:00:00,"23",,"1036"
"801473_3","801473","646350",2021-03-10,,,,,,3,2021-03-10 02:00:00,2021-03-10 02:00:00,"23",,"1036"
"810104_1","810104","646471",2021-04-21,5,,0,,,1,2021-04-21 05:50:03,2021-04-21 05:50:03,"59",,"1036"
"810104_3","810104","646471",2021-04-27,5,,0,,,3,2021-04-27 06:02:02,2021-04-27 06:02:02,"59",,"1036"
"830000_1","830000","646472",2021-11-08,5,,0,,,1,2021-11-08 14:20:31,2021-11-08 14:20:31,"27",,"1036"
"26360_2","830000","646472",2021-12-08,5,,0,,,2,2021-12-08 14:25:32,2021-12-08 14:25:32,"27",,"1036"
"830000_3","830000","646472",2021-12-08,5,,0,,,3,2021-12-08 14:25:52,2021-12-08 14:25:52,"27",,"1036"
"843364_1","843364","646475",2021-07-18,5,,0,,,1,2021-07-18 02:00:00,2021-07-18 02:00:00,"28",,"1036"
"843364_3","843364","646475",2021-08-07,5,,0,,,3,2021-08-07 02:00:00,2021-08-07 02:00:00,"28",,"1036"
"843541_1","843541","646475",2022-03-10,5,,0,,,1,2022-03-10 02:00:00,2022-03-10 02:00:00,"27",,"1036"
"29606_2","843541","646475",2022-03-10,5,,0,,,2,2022-03-10 02:00:00,2022-03-10 02:00:00,"27",,"1036"
"843541_3","843541","646475",2022-07-25,5,,0,,,3,2022-07-25 02:00:00,2022-07-25 02:00:00,"27",,"1036"
"811921_1","811921","646717",2021-05-11,4,,0,,,1,2021-05-11 02:00:00,2021-05-11 02:00:00,"26",,"1036"
"811921_3","811921","646717",2021-06-11,4,,0,,,3,2021-06-11 02:00:00,2021-06-11 02:00:00,"26",,"1036"
"802182_1","802182","646733",2021-02-16,5,,0,,2,1,2021-02-16 02:00:00,2021-02-16 02:00:00,"23",,"1036"
"802182_3","802182","646733",2021-03-19,5,,0,,2,3,2021-03-19 02:00:00,2021-03-19 02:00:00,"23",,"1036"
"843380_1","843380","646733",2022-03-09,5,,0,,2,1,2022-03-09 02:00:00,2022-03-09 02:00:00,"23",,"1036"
"843380_3","843380","646733",2022-05-18,5,,0,,2,3,2022-05-18 02:00:00,2022-05-18 02:00:00,"23",,"1036"
"740409_1","740409","646746",2019-07-15,5,,0,,,1,2019-07-15 02:00:00,2019-07-15 02:00:00,"26",,"1036"
"740409_3","740409","646746",2019-10-02,5,,0,,1,3,2019-10-02 10:11:02,2019-10-02 10:11:02,"26",,"1036"
"860717_1","860717","646746",2022-08-21,10,,0,,1,1,2022-08-21 02:00:00,2022-08-21 02:00:00,"30",,"1036"
"860717_3","860717","646746",2022-09-06,10,,0,,1,3,2022-09-06 02:00:00,2022-09-06 02:00:00,"30",,"1036"
"742633_1","742633","646854",2019-08-07,5,,0,,,1,2019-08-07 15:02:21,2019-08-07 15:02:21,"49",,"1036"
"21205_5","742633","646854",2020-08-01,5,,0,,,5,2020-08-01 02:00:00,2020-08-01 02:00:00,"49",,"1036"
"25823_5","742633","646854",2021-08-07,5,,0,,,5,2021-08-07 02:00:00,2021-08-07 02:00:00,"49",,"1036"
"742633_3","742633","646854",2022-05-01,5,,0,,,3,2022-05-01 02:00:00,2022-05-01 02:00:00,"49",,"1036"
"832675_1","832675","646875",2021-12-04,4,,0,,,1,2021-12-04 02:00:00,2021-12-04 02:00:00,"28",,"1036"
"832675_3","832675","646875",2021-12-12,4,,0,,,3,2021-12-12 02:00:00,2021-12-12 02:00:00,"28",,"1036"
"854996_1","854996","646875",2022-06-29,4,,0,,,1,2022-06-29 14:36:32,2022-06-29 14:36:32,"27",,"1036"
"854996_3","854996","646875",2022-08-21,4,,0,,,3,2022-08-21 02:00:00,2022-08-21 02:00:00,"27",,"1036"
"741696_1","741696","647031",2019-07-29,5,,0,,,1,2019-07-29 02:00:00,2019-07-29 02:00:00,"26",,"1036"
"22346_5","741696","647031",2020-07-14,5,,0,,,5,2020-07-14 02:00:00,2020-07-14 02:00:00,"26",,"1036"
"741696_3","741696","647031",2021-03-01,5,,0,,,3,2021-03-01 02:00:00,2021-03-01 02:00:00,"26",,"1036"
"741699_1","741699","647032",2019-07-29,,,,,,1,2019-07-29 02:00:00,2019-07-29 02:00:00,"26",,"1036"
"22348_5","741699","647032",2020-07-14,,,,,,5,2020-07-14 02:00:00,2020-07-14 02:00:00,"26",,"1036"
"741699_3","741699","647032",2021-03-01,,,,,,3,2021-03-01 02:00:00,2021-03-01 02:00:00,"26",,"1036"
"741698_1","741698","647033",2019-07-29,,,,,,1,2019-07-29 02:00:00,2019-07-29 02:00:00,"26",,"1036"
"22347_5","741698","647033",2020-07-14,,,,,,5,2020-07-14 02:00:00,2020-07-14 02:00:00,"26",,"1036"
"741698_3","741698","647033",2021-03-01,,,,,,3,2021-03-01 02:00:00,2021-03-01 02:00:00,"26",,"1036"
"767697_1","767697","647041",2020-03-27,,,,,,1,2020-03-27 02:00:00,2020-03-27 02:00:00,"18",,"1036"
"767697_3","767697","647041",2020-03-30,,,,,,3,2020-03-30 02:00:00,2020-03-30 02:00:00,"18",,"1036"
"741700_1","741700","647055",2019-07-29,5,,0,,,1,2019-07-29 02:00:00,2019-07-29 02:00:00,"26",,"1036"
"18414_2","741700","647055",2020-01-07,5,,0,,,2,2020-01-07 02:00:00,2020-01-07 02:00:00,"26",,"1036"
"20080_5","741700","647055",2020-07-20,5,,0,,,5,2020-07-20 02:00:00,2020-07-20 02:00:00,"26",,"1036"
"741700_3","741700","647055",2021-07-26,5,,0,,,3,2021-07-26 02:00:00,2021-07-26 02:00:00,"26",,"1036"
"741697_1","741697","647068",2019-07-29,7,,0,,,1,2019-07-29 02:00:00,2019-07-29 02:00:00,"26",,"1036"
"22345_5","741697","647068",2020-07-14,7,,0,,,5,2020-07-14 02:00:00,2020-07-14 02:00:00,"26",,"1036"
"741697_3","741697","647068",2021-03-01,7,,0,,,3,2021-03-01 02:00:00,2021-03-01 02:00:00,"26",,"1036"
"850112_1","850112","647309",2019-11-05,4,,0,,,1,2019-11-05 02:00:00,2019-11-05 02:00:00,"28",,"1036"
"850112_3","850112","647309",2019-12-31,4,,0,,,3,2019-12-31 02:00:00,2019-12-31 02:00:00,"28",,"1036"
"783399_1","783399","647443",2020-09-07,4,2,0,,3,1,2020-09-07 02:00:00,2020-09-07 02:00:00,"27",,"1036"
"783399_3","783399","647443",2020-10-06,4,2,0,,3,3,2020-10-06 02:00:00,2020-10-06 02:00:00,"27",,"1036"
"826466_1","826466","647446",2021-09-30,7,,0,,,1,2021-09-30 02:00:00,2021-09-30 02:00:00,"26",,"1036"
"826466_3","826466","647446",2021-11-15,7,,0,,,3,2021-11-15 02:00:00,2021-11-15 02:00:00,"26",,"1036"
"744561_1","744561","647515",2019-08-26,4,,0,,,1,2019-08-26 02:00:00,2019-08-26 02:00:00,"26",,"1036"
"744561_3","744561","647515",2019-10-09,4,,0,,,3,2019-10-09 02:00:00,2019-10-09 02:00:00,"26",,"1036"
"754591_1","754591","647515",2019-12-06,4,,0,,,1,2019-12-06 02:00:00,2019-12-06 02:00:00,"26",,"1036"
"21208_5","754591","647515",2020-11-18,4,,0,,,5,2020-11-18 02:00:00,2020-11-18 02:00:00,"26",,"1036"
"754591_3","754591","647515",2021-12-31,4,,0,,,3,2021-12-31 02:00:00,2021-12-31 02:00:00,"26",,"1036"
"832060_1","832060","647565",2021-11-30,12,,0,,,1,2021-11-30 15:38:23,2021-11-30 15:38:23,"27",,"1036"
"741701_1","741701","647579",2019-07-29,5,,1,,,1,2019-07-29 02:00:00,2019-07-29 02:00:00,"26",,"1036"
"18415_2","741701","647579",2020-01-07,5,,1,,,2,2020-01-07 02:00:00,2020-01-07 02:00:00,"26",,"1036"
"20081_5","741701","647579",2020-07-20,5,,1,,,5,2020-07-20 02:00:00,2020-07-20 02:00:00,"26",,"1036"
"741701_3","741701","647579",2021-04-01,5,,1,,,3,2021-04-01 02:00:00,2021-04-01 02:00:00,"26",,"1036"
"741704_1","741704","647580",2019-07-29,,,,,,1,2019-07-29 02:00:00,2019-07-29 02:00:00,"26",,"1036"
"18418_2","741704","647580",2020-01-07,,,,,,2,2020-01-07 02:00:00,2020-01-07 02:00:00,"26",,"1036"
"20084_5","741704","647580",2020-07-20,,,,,,5,2020-07-20 02:00:00,2020-07-20 02:00:00,"26",,"1036"
"741704_3","741704","647580",2021-07-26,,,,,,3,2021-07-26 02:00:00,2021-07-26 02:00:00,"26",,"1036"
"741703_1","741703","647581",2019-07-29,,,,,,1,2019-07-29 02:00:00,2019-07-29 02:00:00,"26",,"1036"
"18417_2","741703","647581",2020-01-07,,,,,,2,2020-01-07 02:00:00,2020-01-07 02:00:00,"26",,"1036"
"20083_5","741703","647581",2020-07-20,,,,,,5,2020-07-20 02:00:00,2020-07-20 02:00:00,"26",,"1036"
"741703_3","741703","647581",2021-07-26,,,,,,3,2021-07-26 02:00:00,2021-07-26 02:00:00,"26",,"1036"
"741702_1","741702","647582",2019-07-29,,,,,,1,2019-07-29 02:00:00,2019-07-29 02:00:00,"26",,"1036"
"18416_2","741702","647582",2020-01-07,,,,,,2,2020-01-07 02:00:00,2020-01-07 02:00:00,"26",,"1036"
"20082_5","741702","647582",2020-07-20,,,,,,5,2020-07-20 02:00:00,2020-07-20 02:00:00,"26",,"1036"
"741702_3","741702","647582",2021-07-26,,,,,,3,2021-07-26 02:00:00,2021-07-26 02:00:00,"26",,"1036"
"741952_1","741952","647719",2019-07-09,5,,0,,,1,2019-07-09 02:00:00,2019-07-09 02:00:00,"25",,"1036"
"741952_3","741952","647719",2019-11-01,5,,0,,,3,2019-11-01 02:00:00,2019-11-01 02:00:00,"25",,"1036"
"806019_1","806019","647780",2021-03-16,5,,1,,,1,2021-03-16 02:00:00,2021-03-16 02:00:00,"26",,"1036"
"806019_3","806019","647780",2021-05-26,5,,1,,,3,2021-05-26 02:00:00,2021-05-26 02:00:00,"26",,"1036"
"816203_1","816203","647780",2021-06-22,5,,1,,,1,2021-06-22 02:00:00,2021-06-22 02:00:00,"26",,"1036"
"816203_3","816203","647780",2022-02-07,5,,1,,,3,2022-02-07 02:00:00,2022-02-07 02:00:00,"26",,"1036"
"806021_1","806021","647781",2021-03-16,,,,,,1,2021-03-16 02:00:00,2021-03-16 02:00:00,"26",,"1036"
"806021_3","806021","647781",2021-05-26,,,,,,3,2021-05-26 02:00:00,2021-05-26 02:00:00,"26",,"1036"
"816205_1","816205","647781",2021-06-22,,,,,,1,2021-06-22 02:00:00,2021-06-22 02:00:00,"26",,"1036"
"816205_3","816205","647781",2022-02-07,,,,,,3,2022-02-07 02:00:00,2022-02-07 02:00:00,"26",,"1036"
